node_u,node_v,label
12782630800,35101968300,1
33667994000,54383232900,1
55901968900,7003811166,1
36143358700,6507638077,1
26024868000,57236215400,1
57218484407,7402214018,1
57008808800,7006912075,1
57215683127,57217121483,1
55347249800,57365466000,1
36616921900,56017464200,1
56032699700,7005637352,1
57201580887,7102802523,1
57214737905,7004578182,1
57095385200,57201405929,1
6506649400,7005755002,1
57194525925,57200338451,1
38661114200,57201990363,1
36923965900,56320719800,1
41961752000,55750277800,1
57189253636,57193742768,1
56003074900,57194288925,1
35613974100,57217211003,1
35476648500,7003305314,1
57199309168,57222542321,1
57211056598,7102633221,1
57205073315,7103040365,1
34978994200,36923965900,1
57197801425,57215102752,1
57191492478,57201721084,1
56536258000,6701557594,1
44361299900,57211695211,1
57956814400,57958386600,1
57021797000,57190126621,1
57261486200,57262367600,1
25643956700,57310887700,1
55990052000,57201273749,1
57217058476,7004481112,1
35419894800,7402214018,1
57203970401,57212611089,1
36899632500,57189986568,1
55907009500,57779252800,1
57210960198,7102633221,1
57203687928,57226759480,1
14823069800,36138887800,1
7103355280,7201906013,1
36952258700,57811488300,1
57195576902,9279099800,1
25223549400,57208370152,1
56701962100,57223009414,1
37015226800,54388326500,1
16554843500,55411452400,1
6602101968,6602978778,1
15926246800,57217224230,1
57190864627,57218477328,1
12782630800,55410054500,1
14030472900,57216441606,1
57216743315,6506610707,1
55665656200,6507863945,1
57202887572,7102812576,1
57215821161,57223105880,1
55968603400,7006788459,1
55915590900,57220395358,1
57362983700,57771957800,1
35615066800,56966260500,1
57219123666,57219128890,1
44761100500,57191500103,1
35355756600,6602663937,1
15846722600,8270443200,1
57215146771,57223858883,1
57204735945,57205688879,1
21833487900,24503743000,1
57201723003,7201455990,1
57208819121,6603942569,1
55471004700,55597926500,1
37080514000,57193088524,1
56728521100,57200031410,1
35072691200,35976473700,1
54934537600,57208440295,1
55421338900,6701777193,1
36899832000,7102535804,1
57211349161,57211350803,1
35306973000,6603267560,1
24073240300,57215451153,1
57894035200,58000043100,1
16306368600,55196096200,1
55356969200,57172631000,1
57053197100,57193681931,1
57192697218,57212026794,1
56430927200,57215683127,1
56378542800,57195309972,1
26024868000,54789032500,1
6507638077,7103040365,1
57195760105,57215683127,1
56764612600,57191895726,1
36902842200,57221165763,1
35997230900,7005936077,1
55664319500,57190799130,1
7004376921,7006196140,1
54583433300,57215907602,1
57207449324,57212019850,1
57190799130,57216934454,1
21935159200,6603449202,1
23097126700,7102879500,1
7005323635,9037312600,1
57190732544,8616406100,1
57418950700,7003478797,1
57193566572,7102231043,1
56705418200,7006637649,1
57226376713,57226389009,1
15836326300,55616396400,1
56105087200,57221997539,1
56025767600,7202594350,1
57205762541,6602277744,1
6701843536,9335511500,1
23072832700,57211482914,1
54382485600,57201026134,1
57360507500,8046818200,1
57218193751,57221712866,1
57193110663,6603729308,1
7003959774,7006331391,1
57194021664,57211534375,1
57219674432,7102098015,1
56505366300,56712342900,1
57191906531,57215300006,1
57192938250,57201504995,1
57208794505,57214187155,1
55970678100,8951383700,1
23973868600,57194418540,1
12809396900,57213840834,1
57219982978,7007180997,1
35338930200,57217661773,1
55503270600,57221471206,1
57200984590,7006139983,1
51665647500,55771371100,1
25621529400,57200644240,1
56485432200,6508089504,1
6506906545,6507638077,1
54934537600,56545194900,1
57205594335,6505881924,1
27967551900,57215695696,1
25654395000,57211116981,1
56745087900,57202534245,1
35782421700,56425076100,1
55839922800,57202887572,1
56539286900,6701843536,1
55507423800,57204955592,1
55916496500,8585695400,1
57215104705,57221688357,1
35585451000,56005252000,1
14831676900,36998001600,1
57203923646,8962997000,1
57207815439,57211412226,1
6506171002,7003379409,1
57215585311,57224180610,1
36468959100,57202731272,1
57204182284,57779252800,1
57202585495,57210916767,1
57204359651,57208370152,1
57193611554,7006200042,1
55882827100,7006683766,1
15753813300,57216419648,1
25031854100,58199638600,1
16229748800,57198331685,1
57195442657,57203789639,1
56316545200,57216400517,1
56244888300,57205331827,1
57193168500,57194523287,1
55070036100,56574448400,1
27967551900,56607432800,1
24174852000,55508845800,1
57205197108,7102961338,1
26530872400,7003902989,1
55835740200,57214738792,1
56779727500,6602826319,1
57201112275,6507157339,1
6602277744,6603717726,1
55242228300,7003488906,1
55842599300,7102879500,1
57188951648,57211350803,1
16400718100,57201364069,1
57200755425,57222641576,1
27967551900,7003467120,1
55665656200,56942248500,1
56574448400,7004724933,1
56703525900,57216908760,1
55195951000,7102354941,1
56116349600,57224179823,1
57205106648,57205106670,1
35588325000,57202642008,1
56346204600,57188812962,1
34872648900,6506649400,1
57221698724,6506420388,1
57219660583,57948659200,1
55907009500,56845192300,1
24174298100,8585695400,1
23986455300,7003572956,1
57194720075,7102231043,1
57218195032,57221949854,1
57201480507,57210207587,1
57218195605,6602404361,1
56122157300,57216276073,1
57197711987,7201676108,1
25031122000,7004835587,1
55914857200,56819111900,1
57195504303,6506641033,1
57209744416,6507737860,1
23392652800,57236215400,1
57203878501,7004405540,1
52663129000,57210960198,1
6506938864,7004030554,1
16203173100,57217669532,1
6701823508,7004297492,1
42062305700,55967938200,1
57220039211,6701631287,1
24779987100,57191498025,1
55955763900,6504280283,1
35095506200,57206263089,1
60135003000,6603936681,1
56579953700,59608331900,1
56747200700,56747438200,1
55320336300,57322942600,1
57195065451,7102474754,1
57218491501,58204167700,1
15073894300,21934592300,1
57194439260,59263820600,1
56742830300,7005330448,1
57144663400,57191039949,1
57203993836,57210390533,1
39861120000,7102314294,1
57194062850,7006940836,1
10142248500,57215152591,1
57192690714,57194523287,1
55604213100,58827472400,1
55889853500,59313752200,1
36193268600,55969453600,1
55357477800,57204022682,1
57195468678,57199848502,1
35792345000,57208263840,1
57200272134,8962997000,1
24381811800,8534471900,1
57213873391,6506776579,1
57200755425,57203687928,1
56732311700,57205884945,1
56664043200,57193931875,1
57202214798,57223862253,1
57215486904,6506130489,1
24432034800,7202183609,1
43460890100,56583461600,1
55706745500,57222735293,1
34977020900,7004185360,1
35481219400,7102666167,1
57202330234,57220195292,1
58000043100,6504280283,1
48860936400,8953706800,1
56954535800,57192397433,1
57201990834,6602978778,1
12646290400,24779987100,1
57219384397,7006434026,1
25947321200,26654926000,1
56537108900,57204858767,1
55312463700,7005637352,1
57201456169,7201677725,1
37664726500,57191895726,1
36104074200,57200960068,1
57202255018,7005330448,1
40761630500,8212453900,1
57191440019,57209860294,1
55846257200,7005355323,1
53263670000,7102231043,1
55195951000,56890903400,1
55479849400,56526846400,1
55172863100,7801624906,1
57192194929,7006188042,1
57191500103,7101828632,1
26634884900,57190260444,1
6507310582,7401770179,1
15926246800,7801358604,1
57201026134,6603127485,1
56694162200,57208643780,1
57160512400,6507993283,1
16318838800,54965487500,1
57194868042,7404277487,1
6504280283,7102633221,1
56747200700,57195575460,1
35546900100,57192101947,1
14054493300,57221865286,1
19640313400,57347913800,1
57203687928,57222024477,1
12143506000,57221698724,1
15766181700,7004578182,1
22433734000,55907009500,1
57195512502,6603317232,1
12807248900,8585695400,1
22979244700,57201691055,1
56267296900,57219272053,1
24330030100,6603732085,1
27967551900,35095293000,1
57212705551,7202140793,1
55479849400,56472729600,1
56007251600,57205511747,1
35476648500,8616406100,1
26535979500,7102450017,1
57044761600,6603267560,1
16022155700,56600872900,1
56133490300,57194288925,1
37099155100,44361299900,1
57203970401,57208623046,1
12804479700,16312002800,1
35549305800,60347122100,1
56295292100,56405295900,1
57218326544,7202834119,1
55969453600,7201559188,1
57209641808,7103053518,1
6507863945,7103053518,1
36342233400,57039798100,1
57147359700,57202587895,1
52663129000,57217661773,1
56678362800,57382662100,1
57211695211,57223231639,1
55970900600,7005355323,1
37560946400,57265432000,1
44161246300,56209004700,1
57201466483,6506649400,1
55933323300,57209721892,1
56606104800,57221570837,1
57205690880,57205696181,1
56513768800,57965324800,1
35548015700,6602498091,1
57118110300,9279099800,1
24491486300,57197190962,1
57394792100,8630861900,1
56582416100,57203840752,1
55386448400,55675601900,1
37048606300,57200116102,1
25121531900,55955763900,1
57188643984,6506776579,1
6602460649,7402214018,1
57202012217,57203687928,1
57212549528,57212602955,1
55242228300,57202939548,1
55884865400,8313580700,1
6507198930,7003810795,1
15849625600,57209641836,1
14831676900,35316303500,1
54938953500,55509687900,1
17342671000,36436712700,1
14060455600,57220859011,1
14060455600,55241360300,1
57195239694,57214187375,1
14831676900,55622609300,1
24491486300,55839010900,1
57127886100,57899998700,1
36652331000,8962997000,1
57205718309,8429526600,1
57193716519,7801604422,1
56276475800,6504459543,1
57209291916,57221942405,1
56545026700,6602978778,1
24588088100,54998634900,1
57202773166,6603155299,1
55907520600,6603605014,1
16301272000,56134687800,1
57188861877,57835487300,1
57218195032,7103040365,1
7004835587,7103040365,1
56567804900,57194740271,1
16311686500,57195423689,1
56175367200,57212266720,1
36941888300,57190797190,1
55419194300,57207619810,1
24166599500,7103040365,1
56020397800,57226744981,1
55403844500,57221712866,1
56351639900,57199676160,1
57212308864,6506938864,1
57893550000,7102633221,1
55323420300,56080252800,1
42761099900,56041416200,1
55665456000,57189584266,1
24381811800,56779727500,1
37041364900,57188982321,1
57189986553,7006637649,1
57201450846,57218686403,1
56430927200,57218192507,1
57284114100,57382662100,1
56089509300,57202392636,1
55916496500,57196460207,1
57204587848,7202489013,1
57200730023,7202369003,1
23027995000,56638348700,1
57213814632,57222369971,1
56659358100,6506296754,1
25031292500,55810972000,1
57418950700,6506541996,1
56527129000,57194029067,1
55635809300,7202369003,1
55241118200,57196236454,1
56422332700,57981739400,1
57209571682,57209586253,1
57197190962,7006788459,1
24479726500,57216404500,1
56511751400,57202188259,1
36704152400,7102210862,1
26655075400,57219978530,1
57201314197,57215104982,1
59808396600,7003572956,1
57201504995,57204012974,1
57202440534,7005323635,1
57214492532,57221369272,1
55479849400,57192167055,1
57073644400,6504459543,1
55558132100,57195102037,1
57194418540,57201314197,1
49360907800,56712368500,1
16039416600,58988447600,1
55596434400,7102314294,1
57199421006,8534471900,1
55667266000,57111481900,1
57219547881,6508188121,1
35585451000,56080431300,1
57202137592,6506541996,1
55358891700,57193957180,1
56925585200,6603128830,1
35894571100,58118523700,1
16202211100,7004074021,1
36143358700,56747425000,1
36861375100,57200796602,1
57271034700,6603311220,1
26532212100,57220165440,1
36763791600,57223308289,1
55587917400,58185462600,1
54583143500,56866299600,1
56075745900,57220737705,1
57209641808,57221339125,1
57201436183,6602814239,1
57218139650,57218602621,1
36598939000,57202817424,1
35585451000,57221520155,1
55221319800,56316545200,1
56019245400,57190969497,1
6602404361,7005936077,1
35179056300,6504280283,1
55758558600,55889853500,1
57401049200,6507796594,1
56541553400,7003473187,1
13607877300,57870068200,1
35556063400,57200272134,1
55597926500,7103026228,1
56810310300,57194382730,1
37049416300,57219050927,1
57202072541,58096458800,1
56966388800,7003959774,1
57200447023,57207623517,1
56271600500,6507310582,1
55344487200,57215148164,1
57210312199,7004663022,1
36739221800,6602100418,1
12646290400,57394792100,1
55990644200,57207695253,1
41261303800,57220058547,1
54405566700,7005119089,1
35316303500,7801532760,1
56131381100,57218326544,1
35597873000,57147095500,1
57221912435,57221919439,1
57212611089,57869772300,1
56530089000,60100025400,1
55915333900,57194153124,1
17342671000,55110225800,1
57207928417,57207939956,1
56736635000,57205674692,1
57215537306,57215538915,1
55321357400,56329943900,1
55081840800,55761553600,1
57190140446,57236215400,1
57216798630,7006012333,1
57203687928,8616406100,1
7004239568,7005623741,1
56768831300,57195760307,1
15747632700,7003959774,1
56668772700,7101975791,1
57217661773,6603717726,1
56139889100,6508228018,1
56167188300,57214331393,1
10143354000,57201458555,1
15753813300,57215116709,1
55622679800,8382434800,1
56368548100,56747961300,1
57204658698,7102354941,1
56090125500,6701484227,1
6603127485,7005623741,1
55242228300,57208506306,1
55332427600,8962997000,1
7004357973,7102231043,1
56992310200,57194507415,1
56041416200,57201504995,1
56512220700,57226599828,1
57188951648,57200116102,1
35191604400,55568186000,1
56556565800,7201677725,1
56986760700,6701718828,1
23501793900,6602076702,1
36704152400,57221398814,1
55345608100,57193423579,1
57190974978,57214618988,1
27867659700,7202853939,1
13408242300,7202140793,1
39961645000,57201389246,1
57214601141,57219452208,1
57218629858,6507063353,1
57201084031,57209721892,1
57221322669,57226357862,1
16311686500,57201583936,1
36975879700,6603234996,1
12779013400,57197748523,1
57200679366,7005619860,1
55256983900,57193354587,1
27067481500,54894520000,1
57210908342,57672505100,1
14044492300,55312463700,1
16243020100,56267927900,1
49061029800,7006177272,1
55561799200,7006537200,1
37049371300,6506420388,1
57191911095,7101600451,1
55811114600,56231177500,1
24504319000,57188656367,1
23488185000,57193088911,1
24073240300,56678362800,1
56454907300,56692922100,1
55618665400,57211057969,1
57197750458,57203166008,1
57208794505,7003942962,1
57213539478,7004087255,1
57202581227,9279099800,1
36801262700,57196023105,1
57217633174,57720581400,1
57217121483,59808396600,1
57073644400,57192310375,1
57201298715,57201301532,1
22834387100,57201475385,1
16028772900,6508045259,1
57190223204,7007053749,1
36085727700,57146654400,1
35615066800,57192378182,1
6506776579,6506906545,1
15838303100,7006020996,1
57201301532,7005179732,1
56966388800,7003488906,1
12805509300,57192718321,1
57205510277,9846419000,1
56180075200,7202140793,1
35510536300,57218194340,1
55536183600,56381411700,1
55671510900,57214329258,1
57222615192,6505881924,1
36561004700,57203527179,1
43460890100,57195394779,1
16053243500,55321897700,1
26023085000,37011530500,1
36967507900,49061004000,1
54963208300,6506736837,1
28367982900,6602826319,1
35475009900,55509687900,1
57203931279,7004405540,1
57201153334,57215043417,1
54917559900,57737434700,1
57195439134,57223231639,1
56267927900,56548156200,1
57216924887,6507310582,1
55211263300,57189361665,1
35101283100,55664005800,1
57201026134,7003467120,1
57219169179,7801358604,1
36848326700,58086697000,1
42761833500,6701670128,1
57202339270,57221417645,1
57211215663,57215107959,1
12807827200,35238394900,1
55558132100,57195107561,1
24172674100,36739187800,1
57190662275,6701723514,1
55257393500,7006065236,1
54398879700,54790826700,1
57061886100,8223664400,1
24338809600,57214178886,1
6602713722,6701501754,1
57193566572,7102879500,1
54998020900,57189221940,1
57193743014,57200755425,1
7004578182,7202853939,1
6505883012,7004894512,1
55859432100,7101828170,1
16202633100,23099312900,1
57190343674,6601964582,1
57214591002,7003557544,1
57197824872,6603953740,1
58094003400,59574971800,1
57215151446,57215934737,1
35584031200,55909692500,1
55228787000,57296842800,1
57221684473,57221684607,1
57194104468,57220064244,1
55581041300,56368499800,1
57221864536,8616406100,1
36861375100,57200795182,1
55184863000,57190170514,1
56374254700,8585695400,1
56224796600,57193542018,1
16203173100,56715896100,1
57194740271,6603496317,1
57188643984,6507638077,1
56576063900,57214191817,1
10939275100,57194834780,1
56105087200,57204136385,1
10143354000,57196022709,1
56505366300,7003810795,1
36561004700,56479115000,1
57200824306,57211426825,1
57189326322,57207826682,1
57196023105,7003450280,1
55185349100,6603104178,1
55331323800,57201504995,1
12786182200,57413715900,1
35101968300,56001001600,1
35169491400,57197801425,1
57223381762,7103153424,1
57204032435,7005119089,1
55659638800,57206867017,1
56677243600,7101828170,1
6701843536,7801532760,1
57219379425,7003942962,1
35567766200,55022678600,1
57194418540,57753975100,1
56430927200,7102231043,1
35566702500,57215143687,1
24401621500,57220186315,1
56567804900,57223808599,1
57213829506,6504123736,1
12796793300,57203792010,1
51663826300,55584677900,1
57223380266,57963146900,1
57192892615,57204658698,1
57212148890,6701843536,1
55933323300,57193832250,1
23988450600,57039005600,1
57204172833,57204178529,1
23026082700,55572848300,1
54998020900,57218876692,1
23977600000,57211041078,1
23991894900,55321357400,1
55788057200,57214244618,1
6602978778,7003952459,1
54789187900,57222990908,1
56770826700,57210808140,1
56694162200,7004835587,1
57192938250,57204858767,1
56422356500,56689232700,1
24174852000,7004357973,1
55492898000,57205624942,1
53463361500,57216441606,1
57204052801,57220748550,1
50960926700,59289912700,1
36138887800,7003767448,1
54383232900,57195442657,1
57200412020,57203716261,1
57218195605,8424235900,1
55202346600,6507550236,1
16039416600,57202783289,1
56948379200,7004835587,1
55424695500,58020431000,1
57219124507,57219130663,1
15846649100,57209412605,1
56527030000,56600736000,1
55941514600,56967860700,1
56958400900,57817084200,1
28367982900,36084007800,1
56081399500,57191362976,1
57202441601,8938922300,1
35568595300,36469725300,1
57210185493,7003404516,1
26634884900,55746970100,1
56678362800,57215683523,1
24377391500,56393969400,1
57206787157,57212314332,1
16836131500,6504459543,1
37052471100,55389773300,1
57215432245,57215436548,1
15044739500,57214187811,1
56780466600,57211639191,1
56954622400,7006683766,1
56479216800,57219540911,1
57218194340,7003942962,1
37110131400,57194868042,1
56998669800,57212764115,1
57210960198,57218194340,1
54934537600,56779688100,1
57209799600,6603649409,1
34869477000,58071501400,1
57197831563,57211245221,1
36621377400,57209889542,1
57219414136,6603079011,1
57218602621,57222369991,1
55471004700,56305667900,1
57194868042,57226165264,1
57758232100,57758479700,1
57194200924,57196219628,1
23004608500,57218568822,1
57222399729,7202369029,1
55022701000,57224161143,1
56016071500,57207206869,1
35473838700,57211113045,1
36469725300,56684707300,1
54584841300,55070036100,1
49663363000,57189213896,1
26023085000,37118135700,1
57214988901,57797542800,1
26635523700,27967551900,1
48360967300,57215103429,1
57217336969,57947067800,1
57223170777,57296220700,1
54780172900,57208026750,1
56527129000,57218338315,1
56899043500,57221949854,1
36986835400,37075661400,1
55331323800,56835107500,1
24831558400,57297110800,1
14060455600,56895757200,1
56533987800,57219540911,1
56575083300,6701424197,1
56817715000,7005001396,1
57195731822,57202255018,1
35555798600,8275704100,1
58140925900,7004357973,1
7102314294,8718772800,1
56026669400,7004573622,1
24330030100,57200824306,1
23470649300,23972525300,1
57202137592,57214182134,1
36697947600,7005474747,1
6504311468,6701848441,1
15754481800,7004905361,1
10143354000,36561004700,1
57210969018,57210970862,1
6701317946,8509006100,1
55895265500,56403974800,1
55070036100,57205099849,1
58056113700,6603785139,1
57194021664,6505517404,1
57219085254,57222043955,1
36970994100,7006434026,1
24824925500,57198761704,1
57192073087,57198357708,1
55956159600,57193273980,1
22991301300,57104445900,1
15826940200,15827156300,1
12805509300,60000009300,1
56079359200,57193386417,1
57213824596,57213834122,1
57222611005,57225400428,1
56112797000,57193846028,1
56903779800,7102231043,1
53983044600,57214316831,1
57208623046,57351933900,1
6507796594,7202856767,1
14056688500,57201084031,1
57202817424,9335511500,1
54791865700,57192073087,1
26023085000,56946693800,1
55257149800,57215830373,1
14019420400,38662141300,1
57191895726,7103040365,1
56506744300,57214933818,1
36081078700,57203961109,1
57200504476,57203687928,1
55460426900,57226684680,1
55750277800,56891342100,1
23486135800,57216924143,1
57191614204,57194609941,1
57190169591,57211462657,1
54783486600,6603496317,1
57191498025,7201998846,1
57203868309,7101835141,1
6506777512,7004578182,1
57200795182,8585119800,1
57195732051,7006200042,1
55242228300,6506649400,1
55665656200,56505366300,1
57193743014,57221949854,1
57198331685,57371100700,1
57163497100,6603156028,1
57201912872,57214191892,1
57215572475,6603813409,1
14025574900,56231177500,1
37091702000,57200859233,1
55788057200,57216225746,1
57117967000,57205197612,1
57215306945,57216266197,1
56112797000,57201345951,1
37102119100,57418950700,1
6504311468,7003467120,1
57418950700,6506694707,1
57203021635,6504710819,1
55177578300,7004061355,1
57221908100,57221912435,1
57205461433,57217430038,1
37561153100,6602378213,1
55242228300,57219982774,1
56385629000,56414682100,1
57219803311,7003942962,1
6602197502,7004239568,1
7003450280,9273383800,1
57201084031,57212272884,1
7003450280,7202369029,1
35237785600,57189374217,1
36965913900,6506130489,1
37033733600,57198426793,1
55228787000,6507993283,1
57190969497,57197785807,1
57147095500,6602602840,1
56491360900,57651472900,1
55882490400,56288115300,1
56703319900,57205770305,1
53463361500,6506848650,1
36057308000,55226552800,1
35880914800,57210718477,1
55418858500,57223381762,1
57189627815,57192642829,1
17342671000,6602602840,1
56430927200,57211852761,1
57219452208,6602774577,1
57201879402,57204764225,1
57218260692,7103153424,1
55619775400,6603388713,1
13406948400,7004978561,1
57193356957,6506576334,1
54781176500,57200268559,1
6506541996,6603165760,1
14056461000,57215537168,1
